17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046296.337914000	298	7e:3d:01:00:00:00:00:00:97:73:00:00:80:b8:04:d8:ce:c1:00:89:7a:44:f4:6f:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:73:00:00:80:b8:04:d8:ce:c1:96:51:bf:ba:17:92:8f:3a:a0:76:13:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:73:00:00:80:b8:04:d8:ce:c1:85:02:eb:3b:d8:dd:00:be:b6:af:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:73:00:00:80:b8:04:d8:ce:c1:99:99:59:c3:e1:7a:6c:c3:70:3d:da:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:73:00:00:80:b8:04:d8:ce:c1:ba:1d:71:bc:ba:6b:a4:ba:a5:5d:02:c0:c4:4c:c1:be:44:f9:9e:ba:a6:fd:59:3b:a0:03:d8:3b:4d:ee:59:3f:c7:4e:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:73:00:00:80:b8:04:d8:ce:c1:5e:93:eb:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
	fc:f8:ae:3c:d0:8e		5353	33:33:00:00:00:fb		5353	1467046297.408238000		
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.413539000	298	7e:3d:01:00:00:00:00:00:97:dd:00:00:80:9e:02:d8:ce:c1:09:88:7a:44:9c:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:dd:00:00:80:9e:02:d8:ce:c1:84:b8:dc:39:d1:d4:eb:b9:69:96:21:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:dd:00:00:80:9e:02:d8:ce:c1:5e:70:6c:3b:c2:3d:09:be:fb:c7:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:dd:00:00:80:9e:02:d8:ce:c1:b8:1e:51:c3:33:33:67:c3:00:00:c4:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:dd:00:00:80:9e:02:d8:ce:c1:07:fe:7c:bc:9e:d3:41:ba:6c:62:02:c0:a3:dc:cd:be:01:8d:ab:ba:b8:bf:74:3b:2f:b8:dd:3b:2e:f3:59:3f:89:46:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:dd:00:00:80:9e:02:d8:ce:c1:0f:34:eb:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.424350000	299	7e:3d:01:00:00:00:00:00:97:de:00:00:80:99:02:d8:ce:c1:0d:88:7a:44:9c:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:de:00:00:80:99:02:d8:ce:c1:a4:c8:ec:39:94:ec:2f:b9:4c:eb:1a:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:de:00:00:80:99:02:d8:ce:c1:e9:d0:a4:3a:26:bd:07:be:24:d5:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:de:00:00:80:99:02:d8:ce:c1:b8:1e:51:c3:33:33:67:c3:00:00:c4:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:de:00:00:80:99:02:d8:ce:c1:2b:57:7d:00:bc:4b:4f:3f:ba:a4:62:02:c0:b9:9b:cb:be:84:ed:a8:ba:f4:61:75:3b:1f:ee:dd:3b:66:f3:59:3f:2b:46:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:de:00:00:80:99:02:d8:ce:c1:d5:38:eb:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.434177000	299	7e:3d:01:00:00:00:00:00:97:df:00:00:80:94:02:d8:ce:c1:12:88:7a:44:9c:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:df:00:00:80:94:02:d8:ce:c1:9c:f1:38:b9:b4:68:21:b9:c8:dc:1e:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:df:00:00:80:94:02:d8:ce:c1:02:58:ef:3a:1f:46:09:be:01:d3:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:df:00:00:80:94:02:d8:ce:c1:cc:cc:50:c3:f5:28:6c:c3:ae:47:d3:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:df:00:00:80:94:02:d8:ce:c1:50:95:7d:00:bc:ff:c7:3c:ba:d1:62:02:c0:2e:e9:cd:be:bd:fc:a6:ba:e2:e7:75:3b:0d:0e:de:3b:8f:f3:59:3f:e8:45:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:df:00:00:80:94:02:d8:ce:c1:3c:03:eb:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.444036000	300	7e:3d:01:00:00:00:00:00:97:e0:00:00:80:8f:02:d8:ce:c1:17:88:7a:44:30:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:e0:00:00:80:8f:02:d8:ce:c1:b2:8d:18:3a:02:51:45:3a:11:ef:18:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:e0:00:00:80:8f:02:d8:ce:c1:d8:6b:6a:3b:11:52:09:be:bf:dc:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:e0:00:00:80:8f:02:d8:ce:c1:cc:cc:50:c3:f5:28:6c:c3:ae:47:d3:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:e0:00:00:80:8f:02:d8:ce:c1:74:f3:7d:00:bc:7d:03:9b:3c:ba:07:63:02:c0:1a:fb:cd:be:9a:19:a4:ba:e8:4d:76:3b:2f:5d:de:3b:c1:f3:59:3f:93:45:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:e0:00:00:80:8f:02:d8:ce:c1:e9:de:ea:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.454305000	340	7e:3d:01:00:00:00:00:00:97:e1:00:00:80:8a:02:d8:ce:c1:1c:88:7a:44:30:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:42:01:02:09:00:00:00:97:e1:00:00:80:8a:02:d8:ce:c1:09:16:3e:42:74:00:99:41:9a:19:05:43:04:00:00:00:d4:8f:90:43:00:00:7e:7e:3e:01:00:00:00:00:00:97:e1:00:00:80:8a:02:d8:ce:c1:d8:f6:a0:b8:94:06:22:3a:a0:7b:23:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:e1:00:00:80:8a:02:d8:ce:c1:47:77:1a:3b:f3:6a:08:be:9f:c7:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:e1:00:00:80:8a:02:d8:ce:c1:99:99:55:c3:7b:14:6e:c3:5c:8f:dc:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:e1:00:00:80:8a:02:d8:ce:c1:f5:35:7d:03:bc:01:23:3c:ba:1d:63:02:c0:6c:a0:cc:be:9f:f6:a2:ba:38:a0:76:3b:93:91:de:3b:d6:f3:59:3f:6f:45:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:e1:00:00:80:8a:02:d8:ce:c1:fb:e4:ea:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.463870000	299	7e:3d:01:00:00:00:00:00:97:e2:00:00:80:85:02:d8:ce:c1:1c:88:7a:44:30:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:e2:00:00:80:85:02:d8:ce:c1:fc:36:5c:b9:20:dc:53:b7:0a:17:39:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:e2:00:00:80:85:02:d8:ce:c1:4e:b2:d4:3a:30:75:09:be:11:da:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:e2:00:00:80:85:02:d8:ce:c1:99:99:55:c3:7b:14:6e:c3:5c:8f:dc:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:e2:00:00:80:85:02:d8:ce:c1:87:72:7d:03:bc:f3:0d:3a:ba:fa:62:02:c0:c8:2f:ce:be:e3:54:a5:ba:94:19:77:3b:87:b3:de:3b:af:f3:59:3f:ac:45:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:e2:00:00:80:85:02:d8:ce:c1:3e:db:ea:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.473737000	299	7e:3d:01:00:00:00:00:00:97:e3:00:00:80:80:02:d8:ce:c1:1b:88:7a:44:30:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:e3:00:00:80:80:02:d8:ce:c1:3c:f8:3d:b9:e1:f9:d8:b9:25:e9:43:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:e3:00:00:80:80:02:d8:ce:c1:6c:a5:5e:3b:1f:75:09:be:5d:ea:1f:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:e3:00:00:80:80:02:d8:ce:c1:b8:1e:4d:c3:29:5c:6f:c3:33:33:d3:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:e3:00:00:80:80:02:d8:ce:c1:71:b0:7d:03:bc:78:ee:36:ba:ba:62:02:c0:ae:2f:ce:be:52:66:a9:ba:d5:af:77:3b:00:ce:de:3b:61:f3:59:3f:2a:46:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:e3:00:00:80:80:02:d8:ce:c1:c2:76:ea:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
17	7c:dd:90:90:ac:28	192.168.1.1	42606	ff:ff:ff:ff:ff:ff	192.168.1.255	5001	1467046297.505558000	299	7e:3d:01:00:00:00:00:00:97:e6:00:00:00:71:02:d8:ce:c1:2f:88:7a:44:30:75:7a:44:00:00:00:00:00:00:00:00:00:00:7e:7e:3e:01:00:00:00:00:00:97:e6:00:00:00:71:02:d8:ce:c1:3c:eb:11:bb:cc:15:20:ba:44:0e:41:3c:00:00:00:00:00:00:7e:7e:3f:01:00:00:00:00:00:97:e6:00:00:00:71:02:d8:ce:c1:e3:41:85:3b:8f:71:08:be:64:05:20:c1:fb:7f:ea:3c:cf:e9:71:bc:00:00:00:00:00:00:7e:7e:40:01:00:00:00:00:00:97:e6:00:00:00:71:02:d8:ce:c1:47:e1:4e:c3:1e:85:6b:c3:33:33:d5:43:00:00:00:00:00:00:7e:7e:47:01:00:00:00:00:00:97:e6:00:00:00:71:02:d8:ce:c1:ab:fd:7d:03:bc:05:63:2d:ba:c5:61:02:c0:56:aa:cc:be:c8:28:b4:ba:a7:06:79:3b:9c:be:de:3b:4a:f2:59:3f:ed:47:06:3f:00:00:7e:7e:48:01:01:01:00:00:00:97:e6:00:00:00:71:02:d8:ce:c1:b0:fc:e9:42:00:00:00:00:00:00:00:00:00:00:00:00:e6:66:02:c1:f8:fb:06:c0:84:2b:7c:c0:be:a2:6b:3f:00:00:00:00:00:00:00:00:00:00:00:00:9d:2f:86:3f:00:00:00:00:00:00:00:00:00:00:00:00:c2:a6:84:3f:00:00:7e
